SIGLA UF,NOME MUNICÍPIO,DEPENDÊNCIA ADMINISTRATIVA,CARGO OU FUNÇÃO DO CURSISTA,FORMAÇÃO,SITUAÇÃO ATUAL
PE,IPOJUCA/PE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Mestrado,DESISTENTE
SP,SÃO JOSÉ DO RIO PRETO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Doutorado,MATRICULADO
CE,MARACANAÚ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RS,CANOAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PR,NOVA ESPERANÇA DO SUDOESTE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Ensino Superior,MATRICULADO
PA,PARAGOMINAS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Mestrado,MATRICULADO
RJ,DUQUE DE CAXIAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Mestrado,MATRICULADO
BA,FEIRA DE SANTANA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SE,ITABAIANINHA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PE,CARUARU,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
AL,PALMEIRA DOS ÍNDIOS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MA,COROATÁ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
BA,JUAZEIRO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PB,ALHANDRA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AM,COARI,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,DESISTENTE
PB,SÃO JOSÉ DO SABUGI,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SP,ELDORADO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PI,PIRIPIRI,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PE,GARANHUNS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
BA,SANTA MARIA DA VITÓRIA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
ES,VILA PAVÃO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
GO,ÁGUAS LINDAS DE GOIÁS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SE,ITABAIANINHA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MG,BETIM,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,MATRICULADO
AL,MACEIÓ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,MATRICULADO
SC,PASSOS MAIA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Ensino Superior,DESISTENTE
RS,SAPUCAIA DO SUL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MG,BAMBUÍ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PE,PAULISTA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
BA,FEIRA DE SANTANA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MA,AÇAILÂNDIA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PB,NOVA PALMEIRA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SP,ITAQUAQUECETUBA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MT,PRIMAVERA DO LESTE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PR,FERNANDES PINHEIRO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
ES,VITÓRIA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RN,RAFAEL GODEIRO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
GO,CATALÃO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Mestrado,MATRICULADO
GO,PILAR DE GOIÁS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Ensino Superior,MATRICULADO
RN,CEARÁ MIRIM,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
CE,SECRETARIA DE EDUCAÇÃO TIANGUÁ - CE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SC,CAXAMBU DO SUL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,MATRICULADO
BA,CÂNDIDO SALES,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RJ,DUQUE DE CAXIAS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Doutorado,MATRICULADO
PI,PAVUSSU PI,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PR,ROLÂNDIA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
TO,PALMAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AC,RIO BRANCO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PA,PARAGOMINAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SC,BALNEÁRIO CAMBORIÚ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PR,PATO BRANCO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Mestrado,MATRICULADO
TO,ARAGUAÍNA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SC,CRICIÚMA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RS,RIO GRANDE,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MG,RIO PARANAÍBA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PR,CASCAVEL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
AL,ARAPIRACA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Mestrado,MATRICULADO
RS,ARROIO DO TIGRE,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
CE,SOBRAL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
ES,NOVA VENÉCIA,ESTADUAL,DIRETOR(A) DE ESCOLA,Mestrado,DESISTENTE
MG,SERRA DO SALITRE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PB,CAJAZEIRAS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
TO,GUARAÍ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MT,NOVA MUTUM,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PR,APUCARANA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
BA,URUÇUCA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
GO,CIDADE OCIDENTAL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RS,PELOTAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SP,MAUÁ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PB,CABEDELO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RJ,RIO DE JANEIRO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
CE,EUSÉBIO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PI,LUZILÂNDIA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SC,BALNEÁRIO CAMBORIÚ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SC,CHAPECÓ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MA,CAXIAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AM,SÃO GABRIEL DA CACHOEIRA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AL,CORURIPE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
TO,ARAGUAÍNA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MG,RIBEIRÃO DAS NEVES,ESTADUAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
BA,PORTO SEGURO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Doutorado,DESISTENTE
PB,QUEIMADAS-PB,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
CE,PINDORETAMA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RS,SANTA CRUZ DO SUL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Mestrado,MATRICULADO
ES,VILA VELHA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RS,DOM FELICIANO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PB,CATOLÉ DO ROCHA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,DESISTENTE
TO,PARAÍSO DO TOCANTINS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SC,CAÇADOR,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RR,BOA VISTA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RN,JARDIM DE ANGICOS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RJ,CAMPOS DOS GOYTACAZES,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RN,AÇU,MUNICIPAL,DIRETOR(A) DE ESCOLA,Ensino Superior,MATRICULADO
PI,COCAL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,DESISTENTE
RN,ASSU/RN,MUNICIPAL,DIRETOR(A) DE ESCOLA,Doutorado,MATRICULADO
MA,CAXIAS/MA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PI,PAULISTANA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SP,TAQUARITINGA S.P.,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
GO,ÁGUAS LINDAS DE GOIÁS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
CE,CHORÓ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AM,SÃO GABRIEL DA CACHOEIRA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PI,ESPERANTINA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PE,IGARASSU,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RN,GOIANINHA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MA,BALSAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PA,TUCURUÍ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
CE,ALTO SANTO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SP,PEDREGULHO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PA,BARCARENA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,MATRICULADO
PR,FERNANDES PINHEIRO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PE,MARAIAL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,DESISTENTE
PB,QUEIMADAS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
AL,DELMIRO GOUVEIA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SP,ITAQUAQUECETUBA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PI,PRATA DO PIAUI,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SC,TIMBÉ DO SUL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MT,VÁRZEA GRANDE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MG,ITACARAMBI,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,DESISTENTE
PB,SAPÉ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SC,BLUMENAU,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SP,DIADEMA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MG,BAMBUÍ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AM,MAUÉS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PI,CAMPO MAIOR,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SC,NAVEGANTES,MUNICIPAL,DIRETOR(A) DE ESCOLA,Mestrado,MATRICULADO
SP,BARUERI,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,MATRICULADO
BA,BOA VISTA DO TUPIM,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
CE,SOBRAL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SP,MOGI DAS CRUZES,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PB,NOVA PALMEIRA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PA,ITAITUBA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MG,SETE LAGOAS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PE,INAJÁ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MG,NOVA SERRANA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RS,MOSTARDAS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SP,SECRETARIA MUNICIPAL DE EDUCAÇÃO DE PEDREGULHO-SP,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MG,IPANEMA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
CE,ARATUBA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SC,JARAGUÁ DO SUL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MG,CAPITÓLIO-MG,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MT,NOVA MUTUM,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
GO,VALPARAÍSO DE GOIÁS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,MATRICULADO
TO,PORTO NACIONAL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
ES,GUARAPARI,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SC,ANCHIETA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,DESISTENTE
PI,LUZILÂNDIA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PR,APUCARANA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RS,SANTA MARIA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RS,SANTA CRUZ DO SUL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Doutorado,MATRICULADO
BA,BARREIRAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MA,457,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
AP,LARANJAL DO JARI,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,DESISTENTE
SP,TAQUARITINGA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PR,PATO BRANCO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,DESISTENTE
CE,QUIXADÁ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SP,MORUNGABA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,DESISTENTE
BA,ALAGOINHAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PB,SAPÉ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RS,SAPUCAIA DO SUL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MT,TANGARÁ DA SERRA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MA,LAGO DA PEDRA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,DESISTENTE
AC,FEIJÓ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PI,BOM JESUS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,DESISTENTE
MA,SANTA LUZIA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
TO,GURUPI,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RO,VILHENA RO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RO,CACOAL - SECRETARIA DE EDUCAÇÃO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RN,NATAL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AC,FEIJÓ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SE,SÃO CRISTÓVÃO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SP,SÃO BERNARDO DO CAMPO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,DESISTENTE
RS,SANTA CRUZ DO SUL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MT,VÁRZEA GRANDE,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MG,MONTES CLAROS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MG,SETE LAGOAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PA,CASTANHAL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MA,SÃO LUÍS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PR,ROLANDIA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
SE,TOBIAS BARRETO,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,DESISTENTE
MG,VARGINHA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
AL,SÃO MIGUEL DOS MILAGRES,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MA,LAGO DA PEDRA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Mestrado,DESISTENTE
GO,JATAÍ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MA,SÃO LUÍS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Mestrado,MATRICULADO
RR,BOA VISTA,ESTADUAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MS,CORUMBÁ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,MATRICULADO
MG,VARGINHA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AL,DELMIRO GOUVEIA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
MG,BETIM,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PE,MARAIAL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PI,PAULISTANA,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MG,ITACARAMBI,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
RO,GUAJARÁ-MIRIM,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,DESISTENTE
SP,DIADEMA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
BA,CAIRU,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MT,SINOP,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
TO,PORTO NACIONAL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,MATRICULADO
PE,CARUARU,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
TO,GURUPI,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
BA,JEQUIÉ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
MG,POÇOS DE CALDAS,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
AM,MAUÉS-AM,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
AL,MACEIÓ,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PB,CABEDELO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PA,CASTANHAL,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Mestrado,MATRICULADO
RN,NATAL,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RN,TOUROS,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
PB,SÃO JOSÉ DO SABUGI,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
PR,NOVA ESPERANÇA DO SUDOESTE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,MATRICULADO
RS,RIO GRANDE,MUNICIPAL,DIRETOR(A) DE ESCOLA,Doutorado,MATRICULADO
CE,QUIXADÁ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
SC,CHAPECÓ,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Ensino Superior,MATRICULADO
CE,ALTO SANTO,MUNICIPAL,DIRETOR(A) DE ESCOLA,Especialização,DESISTENTE
RJ,VOLTA REDONDA,MUNICIPAL,REPRESENTANTE OU TÉCNICO DA SECRETARIA DE EDUCAÇÃO.,Especialização,MATRICULADO
